,composition,Eg
4514,Tb5Ti5O17,0.0
4515,VCo,0.0
4516,UGa2,0.0
4517,Hf2Ni,0.0
4518,InP,1.41
4519,RbTbSe2,2.5
4520,Ge0.6Si0.4,0.9
4521,SnTe,0.33
4522,GaAs,1.42
4523,U4Re7Si6,0.0
4524,LiHoO3,0.0
4525,HoNi2B2,0.0
4526,Pb0.99Sn0.01Te,0.23
4527,CeSi2Ni,0.0
4528,MoTe2,1.2
4529,Li4Ni3BiO8.166,0.0
4530,Li6Ga2Te8O22,3.85
4531,Cs2ZnSn3Se8,2.12
4532,CdP2S4,3.76
4533,Ba3Co10O17,0.0
4534,BaGa2GeS6,3.26
4535,U2Cu2As3O.129,0.0
4536,Hg3S2Bi2Cl8,3.26
4537,Ba7Ru4Br2O15.166,0.0
4538,La16Mn15O48,0.0
4539,LiGd5P2O13,3.73
4540,TaRh3,0.0
4541,AgFeTe2,0.28
4542,RbBa2P5O15,7.6
4543,LiHoAu2,0.0
4544,Ce8Sb2S15,1.99
4545,SrTiO3,3.15
4546,CsCeCdSe3,2.4
4547,KPbPO4,4.44
4548,Dy3Al0.5SiS7,2.22
4549,GaSe,1.93
4550,PbSe,0.18
4551,Rb2TiCu2S4,2.19
4552,GeAs,1.01
4553,SbPd3,0.0
4554,K2RuCl6,0.0
4555,Ge0.97Si0.03,0.67
4556,SmMg3,0.0
4557,Rb2CuVS4,1.85
4558,Zn2LiGaO4,4.0
4559,K2ZnTe2,3.0
4560,CsTbZnTe3,2.12
4561,Zn0.5Cd0.5Se,3.0
4562,UPt3,0.0
4563,CsGaSnSe4,1.97
4564,Pb2H2P2O6,3.97
4565,Cd3BiP3O12,3.9
4566,Dy2ZnIn,0.0
4567,BaBiO2Cl,3.71
4568,Bi4I,0.0
4569,TlSe,1.3
4570,Ce2Fe17,0.0
4571,Ga2GeTe3,0.85
4572,RbYTe2O6,3.6
4573,SmAg,0.0
4574,RbI,6.26
4575,SmBPd3,0.0
4576,TlS,1.37
4577,LiMn4O8,0.0
4578,Bi12SiO20,3.2
4579,PbO2,2.0
4580,Ge0.06Si0.94,1.06
4581,Nb5Ge3,0.0
4582,CoPbO3,0.0
4583,LaMg3,0.0
4584,AlP,2.52
4585,As2Se3,1.8
4586,NaAsSe2,1.46
4587,Sb2Se3,1.11
4588,TaGaS2,2.53
4589,PbTe,0.31
4590,LuPt3,0.0
4591,LiGaAg2,0.0
4592,K1.46Sn3.09Bi7.45Se15,0.39
4593,BaHgS2,1.93
4594,HgSe,0.32
4595,Li3V4NiO12.5,0.0
4596,Ba2V2Te2O11,3.16
4597,CaGe2,0.0
4598,NdNiC2,0.0
4599,Mg2Ge,1.67
4600,MnTePd,0.0
4601,MnInCu2,0.0
4602,TaGaSe2,2.23
4603,OsP4,0.6
4604,Ho5Ge10Rh4,0.0
4605,CeAlO3,0.0
4606,Ag2S,0.87
4607,Ba4CuGa5Se12,1.45
4608,DyZnRh2,0.0
4609,AgInSe2,1.15
4610,Na2PtI6O18,2.4
4611,PrTaN2O,2.0
4612,As2S3,2.6
4613,K10Mn4Sn4S17,2.3
4614,SmCuO3,0.0
4615,CdIn2Te4,1.28
4616,KH3Se2O6,4.9
4617,Ba2CuWO6.87,0.0
4618,Li2ZnSnSe4,1.87
4619,SeS,1.9
4620,LiSbSe2,0.68
4621,Li3Co4O8,0.0
4622,In5Se6,0.14
4623,Hg2Cl2,3.8
4624,Li4FeNi3O8.2,0.0
4625,Hg6.5As4CdCl6,2.05
4626,Ga0.4Al0.6P,2.4
4627,LuCdAg2,0.0
4628,Pb0.97Se0.97Ge0.03S0.03,0.28
4629,KBaAsSe3,2.26
4630,YTiO3,0.0
4631,CdSe,1.74
4632,CdSe,1.82
4633,InN,2.05
4634,AgBiS2,0.9
4635,Li2Ni3TeO8.186,0.0
4636,Bi2Cu0.96Se3I,0.68
4637,KSi2P3,1.72
4638,Cu2Te,1.08
4639,CuNiC4N4,2.7
4640,Zn2MoSeO7,4.2
4641,Nb17Ir3S40,0.0
4642,BaF2,9.06
4643,Yb2SmS4,0.0
4644,BaAs2Rh2,0.0
4645,SmAs,1.03
4646,K2AgVS4,1.85
4647,IrSe2,1.0
4648,CsBiS2,1.46
4649,CaS,5.38
4650,TlS,1.36
4651,CdSb,0.45
4652,PbGa4S7,3.08
4653,Na3MoO4Cl,4.69
4654,K4Ag9Sb4S12,2.0
4655,HfS3,2.8
4656,YbSb2Te4,0.34
4657,CdAuO2,0.0
4658,NiGe,0.0
4659,ZnSe,2.8
4660,Na0.5Pb1.75GeSe4,1.6
4661,MnI2,4.04
4662,HgSe,0.1
4663,AgS,1.3
4664,EuCd11,0.0
4665,TbNi4P2,0.0
4666,SmSb2,0.0
4667,ZnIn2S4,2.85
4668,TlHg6Se4Br5,2.8
4669,MnNbO4,0.0
4670,Mg3Sb2,0.82
4671,Bi1.98Te3Sb0.02,0.14
4672,Sr2Be2B2O7,8.0
4673,La5SmS8,0.0
4674,InS,1.9
4675,LaCu6,0.0
4676,VO2,0.12
4677,CuInSe2,0.8
4678,RbCd4Ga5Se12,2.19
4679,RuTe2,0.25
4680,CuInTe2,0.8
4681,CuScO2,3.3
4682,LiCuPO4.63,0.0
4683,DyNiSn,0.0
4684,CdP4,0.91
4685,CdS0.99Se0.01,2.4
4686,CrFe2Se4,0.0
4687,Fe9Co7,0.0
4688,TlCr5S6Se2,0.94
4689,Nb6Co7,0.0
4690,PbBiBO4,3.2
4691,CeZnPO.166,0.0
4692,Zr6Al2CoH10.190,0.0
4693,LiV3O4,0.0
4694,Pb0.99TeIn0.01,0.53
4695,V2NO,0.0
4696,TmSi2Os2,0.0
4697,Cu2Se,1.23
4698,Ba2GaErTe5,1.15
4699,TiMn2Al,0.0
4700,Ba2CaReO6.87,0.0
4701,NiCO4,0.0
4702,Ti20Sb9Se3,0.0
4703,Th2Se5,0.37
4704,LiMn(PO4)2.14,0.0
4705,CuCd2InTe4,0.85
4706,K2ZnSn3S8,2.55
4707,Tb2In16Pt7,0.0
4708,TeSe3,1.87
4709,RbCd13,0.0
4710,Mn2AlB2,0.0
4711,Bi2O2CO3,3.42
4712,In0.98As0.98Cd0.02Te0.02,0.73
4713,K3Fe2S4,0.0
4714,Li4Mn5Ni3O16.8,0.0
4715,Cr3N2,0.0
4716,Li5Co2O2F5.139,0.0
4717,Li4Cs3B7O14,6.53
4718,CeAsSe,0.0
4719,ZnSe,2.87
4720,NaBr,7.03
4721,SrZr2Nb,0.0
4722,Mg17Al11Pd,0.0
4723,Ca3BiSb,0.0
4724,Se0.6Te0.4,1.2
4725,MnGePd,0.0
4726,Eu2CaO3,0.0
4727,LiInSn,0.0
4728,DyBiPt,0.0
4729,TlInS2,2.2
4730,TlInSe2,1.2
4731,CdSe,1.85
4732,PrFMoO4,3.64
4733,TlW3O9,0.0
4734,DyAg,0.0
4735,La3Os2O10,0.0
4736,Pb0.999TeTl0.001,0.3
4737,Pr4Te7,0.46
4738,SnGa4Se7,2.55
4739,Dy3InC,0.0
4740,VZnRu2,0.0
4741,KCeSe4,1.54
4742,CeMgPt,0.0
4743,SnSb3(PO4)4.6,0.0
4744,NaInI4O12,4.25
4745,AgS,1.4
4746,Al2CrS4,0.0
4747,GdSb,0.0
4748,InSb,0.23
4749,OsSbSe,0.4
4750,Tb4Al2O9,4.59
4751,Ag9Ge2IO8.12,0.0
4752,Sb2Se3,1.4
4753,CsYbZnSe3,1.97
4754,Tl6CuTe2O10,2.3
4755,NaNi2O3,0.0
4756,Ce2Al2Co15,0.0
4757,InAs,0.43
4758,Li6Fe9CoO20.6,0.0
4759,Tm2CdHg,0.0
4760,LiSm3SiS7,2.83
4761,Ti5Zn4(TeO6)3.15,0.0
4762,Li2LaTl,0.0
4763,TbNiO3,0.0
4764,Pb0.95Sn0.05Se,0.12
4765,WSe2,1.57
4766,HgIn2Te4,0.86
4767,CuGaS2,2.44
4768,GaS,2.62
4769,CdP2,2.11
4770,CrO3,1.4
4771,ZnSe,2.83
4772,K2AuI5O15,2.65
4773,Tb2Ti3Ge4,0.0
4774,In4Se3,0.65
4775,Cd3P2,0.5
4776,KTaO3,3.5
4777,GaAs,1.42
4778,UAl3,0.0
4779,Ca2ScSbO6,3.68
4780,PbN6,3.02
4781,Pb0.94Sn0.06Se,0.14
4782,CdSb,0.49
4783,Cu9S5,0.0
4784,Ti2Be17,0.0
4785,La3Sb0.33SiSe7,1.75
4786,ScPdSb,0.23
4787,Yb8Ge3Sb5,0.0
4788,PbI2,2.36
4789,Tb6PbSe10,0.0
4790,CsCd4Ga5Se12,2.21
4791,In2Se3,1.38
4792,LiMo3O8,0.0
4793,H2Ti6O13,3.4
4794,Cs10Cd4Sn4S17,3.16
4795,Sm2Mn3Sb4S12,1.5
4796,CdSe,1.82
4797,GaTe,1.8
4798,USeS,0.0
4799,KSb5S8,1.82
4800,Pb0.75Ge0.25Te,0.44
4801,KAg2AsS3,2.25
4802,AlP,3.0
4803,Cs2Bi2Cd2S5,1.7
4804,Bi25FeO39,2.8
4805,LiSbTe2,0.13
4806,Cr4Cu3Te8,0.0
4807,InSb,0.22
4808,ErAl20Cr2,0.0
4809,BaSe,3.7
4810,ScAg,0.0
4811,ZnI2,4.53
4812,V2O4,0.66
4813,LiInS2,3.56
4814,TlN,1.4
4815,Dy2CdPd2,0.0
4816,U4S3,0.0
4817,BiSeI,1.28
4818,Cu0.35Ga1.65S2.65,2.53
4819,Li5Bi4O12,0.0
4820,Ir0.67Se2,0.45
4821,AgSbSe2,0.74
4822,LiBi2(PO4)3.15,0.0
4823,PmLi2Al,0.0
4824,LaP,0.54
4825,LiBi4Nb3O12,3.0
4826,CdSe,1.83
4827,Ba2DyCu3O7.47,0.0
4828,InSb,0.27
4829,ScCu2,0.0
4830,Ba2ReNiO6.225,0.0
4831,HoInAu2,0.0
4832,Nd4Mg3Co2,0.0
4833,Ba6Sn6Se13,1.52
4834,H6PtI6O20,2.4
4835,YMgGa,0.0
4836,GeAs2,1.0
4837,WSe2,1.45
4838,GaHSeO4,5.51
4839,Ti13S24,0.0
4840,CeF3,4.85
4841,Zn3P2,1.15
4842,CdP4,0.99
4843,CaO,6.93
4844,BiSI,1.56
4845,PrInAu2,0.0
4846,Pd3Pb2S2,0.0
4847,LiIn2Rh,0.0
4848,CsCuSb2S4,1.7
4849,Pb0.01Sn0.99Te,0.26
4850,Ba2Sb7O14H,2.7
4851,CeInIr,0.0
4852,CuGaS2,2.42
4853,CuAlTe2,2.06
4854,HoSi2Ru2,0.0
4855,CaVO2,0.0
4856,LiGaS2,3.62
4857,Tl3TaS4,2.18
4858,CdP2,2.15
4859,SbTeI,1.25
4860,TlPSe2,0.5
4861,In0.01P0.01Ga0.99As0.99,1.43
4862,Dy3Cu4Ge4,0.0
4863,Pb0.97Se0.97Sn0.03Se0.03,0.21
4864,Li8GeN4,2.61
4865,Nd2Se3,1.7
4866,BeO,10.39
4867,TbP,0.0
4868,SrCrO4,2.45
4869,TiHgO3,0.0
4870,Pb0.9Se0.9Ge0.1S0.1,0.32
4871,Eu3P2,1.2
4872,LiBiS2,0.11
4873,CdTlS2,1.5
4874,GaAs0.4P0.6,2.1
4875,CaO,7.09
4876,Ti2AlV,0.0
4877,SnGeS3,2.23
4878,Bi2Te0.6Se2.4,0.28
4879,CdSe,1.7
4880,PbTe,0.3
4881,Na2CdGe2S6,3.21
4882,CdIn8Te13,1.02
4883,HgTe,0.19
4884,ZnTe,2.28
4885,Sb2I2F11,0.0
4886,Li2Fe3SnO8.4,0.0
4887,TbGa,0.0
4888,MoTe2,1.08
4889,Pb0.995TeTl0.005,0.48
4890,EuO,1.12
4891,BaPd2O4,0.0
4892,Cd3P2,0.58
4893,Be12Pt,0.0
4894,La10Si8O3,0.0
4895,ZrSe,0.0
4896,GaN,3.6
4897,Ba14Na8CaN6.176,0.0
4898,SrTe,3.73
4899,Ba2ScTaO6,4.19
4900,In4Te3,0.55
4901,La4InSbS9,2.07
4902,RbBr,7.7
4903,Zn3N2,0.0
4904,CoSb3,0.5
4905,Eu1.83Ta15O32,0.23
4906,Sb2Se3,1.2
4907,HoTiGe,0.0
4908,TaNiB2,0.0
4909,Ti2ReRu,0.0
4910,EuCuSeF.129,0.0
4911,K3Sn,0.0
4912,ZnCo2O4,0.0
4913,CuInTe2,0.95
4914,ZrMo3,0.0
4915,SrTl2,0.0
4916,RbCl,8.5
4917,YCr2Si2,0.0
4918,Ba2GaSbTe5,1.66
4919,Rb2FeI4,0.0
4920,ReSn3,0.0
4921,CsB3GeO7,5.76
4922,CsBi2,0.55
4923,Hf2Co4P3,0.0
4924,Ba2GaErSe5,1.95
4925,AgAlO2,3.6
4926,RuSbTe,0.5
4927,CsGdO3,0.0
4928,Cu3SbS4,1.0
4929,Tm2AlOs,0.0
4930,Li11Mn13O32,0.0
4931,Pb0.93Sn0.07Se,0.08
4932,NbPt2,0.0
4933,RbBiS2,1.26
4934,FePd2Se2,0.0
4935,FeSi2,0.85
4936,InSb0.7As0.3,0.16
4937,Na5Fe6(SiO3)12.5,0.0
4938,BaFe2S4,0.0
4939,Cs2Cu3DyTe4,1.38
4940,Al13Ru4,0.0
4941,Ge0.542Si0.458,2.24
4942,Re5Ni2As12,0.0
4943,SrIn4Ir,0.0
4944,Ba3Sb2S7,2.4
4945,TiC,0.0
4946,TmMgCd2,0.0
4947,NdAgPb,0.0
4948,Eu3Sb4S9,1.2
4949,Ba2BiInS5,1.55
4950,BaIn2P4O14,3.97
4951,Ba3FeS4Br,1.65
4952,ErRu3,0.0
4953,FeAsS,0.4
4954,ZrNiGe,0.0
4955,HoMgZn2,0.0
4956,AlIr,0.0
4957,KNb3Te2O12,3.52
4958,La3ZrSb5,0.0
4959,LiCa2Mg,0.0
4960,Yb2BaO4,0.0
4961,Cu0.01Ga1.99Se2.99,1.99
4962,PdO,0.8
4963,Hg0.01Zn0.99Te,2.3
4964,Ni3Ge,0.0
4965,Pb3Br2Se2O6,3.73
4966,InP,1.28
4967,CuCl,3.31
4968,CeTaN2O,1.9
4969,GaS,2.59
4970,Lu2CdAg,0.0
4971,HfVSi,0.0
4972,SmTe,0.38
4973,MgSe,6.0
4974,TlSe,0.65
4975,GaSe,1.98
4976,MgCo2S4,0.0
4977,GaAs,1.52
4978,Lu2Mn12P7,0.0
4979,CrCoGe,0.0
4980,LaV,0.0
4981,CaF2,10.0
4982,As2S3,2.32
4983,RuP2,1.0
4984,Hg2Sb2O7,0.0
4985,SmS,2.3
4986,Ta2TlO6,0.0
4987,YbTbHg2,0.0
4988,CdSiP2,2.16
4989,RbBr,7.65
4990,AgBiP2Se6,1.4
4991,Tl2Hg3Se4,1.57
4992,Bi2Te1.5Se1.5,0.29
4993,Ga2Te3,1.32
4994,Rb2BaNb2Se11,1.53
4995,MnF2,9.9
4996,AgS,1.0
4997,PbTe,0.29
4998,InSb,0.18
4999,Li2Fe3NiO8.212,0.0
5000,Sc6Te2Os,0.0
5001,Na2B6O9F2,7.33
5002,BeTcSe,0.0
5003,BiTeNO6,3.62
5004,Y2S3,2.9
5005,AgNb2PS10,1.78
5006,Rb2Na2IrO4.14,0.0
5007,ErSnAu,0.0
5008,Ca3Au,0.0
5009,Pr4MgRu,0.0
5010,TlAsSe2,1.4
5011,EuRbO2,0.0
5012,NaIn3S5,2.18
5013,AgCd3PS6,2.56
5014,MnCu2Sn,0.0
5015,Pr2Se3,1.8
5016,SnS0.99Se0.01,1.08
5017,As2Te3,1.76
5018,SmPbAu,0.0
5019,KYTe2O6,3.8
5020,Pb6Sb6Se17,0.8
5021,Ti2BRh6,0.0
5022,TbNi5,0.0
5023,LiCsCO3,6.19
5024,HoTlPd,0.0
5025,Ge0.8Si0.2,0.86
5026,Al4Cu9,0.0
5027,KBiS2,0.92
5028,InS,2.07
5029,La3Sb0.33SiS7,1.92
5030,NaInS2,1.9
5031,CuCl,3.22
5032,Hg2Cl2,3.5
5033,TaON,2.4
5034,CuGa3Se5,1.81
5035,Al2Se3,3.1
5036,MnB2W2,0.0
5037,PbS,0.28
5038,Ag3AsS3,2.18
5039,TmNi2Ge2,0.0
5040,BiOI,1.89
5041,CoSbS,0.5
5042,Gd6Ta4Al43,0.0
5043,MnCu3,0.0
5044,LiIO3,4.37
5045,PrSmO2,0.0
5046,CsTb9Cd4Se18,1.95
5047,Co7Re17O48,0.0
5048,MgSc,0.0
5049,HoZnRh,0.0
5050,Sr8Ga16Ge30,0.05
5051,In6Se7,0.86
5052,Cu0.15In1.85Se2.85,1.32
5053,CsTiF4,0.0
5054,Rb3Sb2I9,1.94
5055,K11Mn4O16,0.0
5056,Li2MnCo3O8.5,0.0
5057,TlCr5S5Se3,0.89
5058,Cs2MgGe3Se8,2.04
5059,Li6Al2Te8O22,3.63
5060,Pd3P2S8,2.12
5061,YbAl2Ga2,0.0
5062,ZnIn2S4,2.6
5063,MgO,7.67
5064,LiCuO2,0.0
5065,BiSCl,1.89
5066,RbTmO3,0.0
5067,Zn2In2S5,2.7
5068,HoMgAu2,0.0
5069,Mn5O7,0.0
5070,InSb,0.24
5071,AlP,3.62
5072,As2S3,2.74
5073,TlBr,3.1
5074,SmSnPd,0.0
5075,AgAlS2,3.13
5076,Sr2Co2O5,0.0
5077,PbCdP4O12,4.87
5078,In6S7,0.7
5079,Ge0.4Si0.6,0.94
5080,Pb0.999Se0.999Sn0.001Se0.001,0.24
5081,GeS2,3.6
5082,AlSb,1.68
5083,Rb2PtI6O18,2.4
5084,Sb4Pb4S11,0.0
5085,TmMnGe,0.0
5086,K10Co4Sn4S17,1.8
5087,SbTeI,1.28
5088,Tl2.35Sb8.65Se14,0.6
5089,YbH3O3,0.0
5090,SnSe,0.91
5091,SrTiO3,3.4
5092,Li4Ti5Cr3O16.8,0.0
5093,Li3Co2(GeO4)3.230,0.0
5094,CdSe,1.86
5095,CsTa3Se2O12,3.88
5096,Ca2TlCd,0.0
5097,Ba2InYTe5,1.36
5098,Ce2GeSe5,1.7
5099,CsCdBO3,2.58
5100,ZnSnP2,2.1
5101,Hg2Br2Te2,2.06
5102,NaI,5.93
5103,AgInSe2,1.04
5104,K4Ba2Nb4S22,1.77
5105,Dy2Ti3Si4,0.0
5106,GeS2,3.71
5107,CaHfZn,0.0
5108,Y3Fe62B14,0.0
5109,AgN3,3.9
5110,PtSb2,0.11
5111,CoGe,0.0
5112,TmScHg2,0.0
5113,Cd3As2,0.11
5114,Li2In2SiSe6,2.54
5115,BeTe,2.89
5116,PdPS,1.38
5117,Nd3In,0.0
5118,YbAs,1.02
5119,Cs4Zr3S14,2.35
5120,Zn0.9S0.9Ga0.1P0.1,2.8
5121,IrSe2,0.9
5122,SrTiO3,3.0
5123,Dy7In(CoGe3)4.83,0.0
5124,RbSbS2,1.96
5125,Bi2S3,1.4
5126,Sc8Te3,0.0
5127,HoCu4Pd,0.0
5128,In0.2P0.2Ga0.8As0.8,1.58
5129,Al2CoIr,0.0
5130,CuGaO2,1.47
5131,RbBr,7.2
5132,Ba5Ga6SnP12,1.21
5133,GeTe2,0.3
5134,Li2CrCuO4.74,0.0
5135,NaI,5.8
5136,CuPtO2,0.0
5137,CdTe,1.6
5138,Sr3Al2Sn2,0.0
5139,BaS,3.88
5140,AlB12,1.96
5141,Ga0.99P0.99Zn0.01Se0.01,2.24
5142,Th2Fe7,0.0
5143,Ag3SbS3,2.33
5144,Nb3B2,0.0
5145,GeS,1.74
5146,KGaSe2,2.6
5147,Ba2GaBiSe5,2.21
5148,EuS,1.69
5149,SnS,1.25
5150,EuCo8P5,0.0
5151,ZnO,3.45
5152,CsZn4In5Se12,1.61
5153,Ag2SnS3,1.37
5154,NiAsO3,0.0
5155,FeCoAs,0.0
5156,YbS,0.98
5157,Sc3PbC,0.0
5158,CsPSe6,1.9
5159,AgAlSe2,2.55
5160,Eu2PBr,0.0
5161,TlPS2,1.6
5162,Ag2SnSe3,0.81
5163,KI,6.17
5164,KHg,0.0
5165,Ag2O,1.5
5166,SmSi2Ag2,0.0
5167,Na2Hg3Ge2S8,2.68
5168,KBiS2,0.86
5169,K2Ag3Sb3S7,2.2
5170,CuInS2,1.52
5171,KFe2As2,0.0
5172,Zr4AlNi2,0.0
5173,LiCu3O3,0.0
5174,Cs2Cu2Sb2S5,1.6
5175,Hg0.6Cd0.4Se,0.95
5176,PtAs2,0.5
5177,GeSe,1.08
5178,PmDy3,0.0
5179,Fe2Te3,0.6
5180,ZnGeN2,3.2
5181,CsYZnSe3,2.29
5182,CaIrO3,0.0
5183,Li2V2F7,0.0
5184,NdMg2Ni9,0.0
5185,BaNb4O6,0.0
5186,SbSeI,1.91
5187,Ba4AgGa5S12,2.52
5188,Er2Mo3O12,0.96
5189,Dy6FeTe2,0.0
5190,BaSn3,0.0
5191,La2NiVO6,0.45
5192,CuPd,0.0
5193,KInSnS4,2.3
5194,RhAs2,1.15
5195,Cu3SbS4,0.8
5196,KMo6S7,0.0
5197,Cd3P2,0.53
5198,Y3Fe29,0.0
5199,GaTe,1.78
5200,Mg2Sn,0.18
5201,Pm2LiIr,0.0
5202,Zn2SnN2,0.0
5203,Ba2InDySe5,2.27
5204,Co2O3,0.0
5205,Cu0.8Ga1.2Se2.2,1.58
5206,TbSb2,0.0
5207,CeN,0.7
5208,LiInSnS4,2.3
5209,AgGaSiSe4,2.63
5210,ZnS,3.68
5211,Cd0.55Te0.55Al0.45Sb0.45,1.93
5212,Pr2Ir2O7,0.0
5213,ZrB2,0.0
5214,La4FeSb2Se10,0.85
5215,Mn2.04Gd1.47In0.49S5,1.75
5216,PrSb,0.66
5217,AgI,3.01
5218,Nd2Ru2O7,0.0
5219,Cs2HgI2Cl2,2.15
5220,Si2Te3,2.18
5221,Ca3Sn2S7,0.0
5222,CrFe2Sb,0.0
5223,EuTe,2.0
5224,ZrInCu2,0.0
5225,CaSi2Pd2,0.0
5226,SmNi2B2C.139,0.0
5227,Li2WTeO6,4.0
5228,Na3Sn2F6Cl,3.88
5229,OsP4,0.4
5230,Bi7F11O5,4.05
5231,MgO,7.7
5232,LiAsSe2,1.1
5233,CdSiAs2,1.47
5234,Ag0.4Cd0.2In2.4Te4,0.42
5235,AlCoO3,0.0
5236,Fe3N,0.0
5237,Ba3Nb2CoO9.164,0.0
5238,Ba2InYSe5,2.31
5239,InSb0.6As0.4,0.13
5240,Ta4N5,0.0
5241,PbCrO4,2.25
5242,In0.93As0.93Cd0.07Te0.07,0.68
5243,ZnTe,2.24
5244,Ba2GaDySe5,2.35
5245,BaMn4O7,0.0
5246,Mn15Si26,0.7
5247,La20Cu9O40,0.0
5248,GaN,3.8
5249,Re2RuBr,0.0
5250,CuZn2InTe4,1.05
5251,ZnAs2,0.92
5252,ScAlNi2,0.0
5253,LuScRh2,0.0
5254,GaN,3.24
5255,Sm4In21Pd10,0.0
5256,Pb4V2Se6O21,3.37
5257,Li4Fe7(OF7)2.1,0.0
5258,Ba4B11O20F,7.1
5259,InAs,0.41
5260,SmMn2Ge2,0.0
5261,NdLuSe3,1.61
5262,La2CuO4,0.0
5263,Cu0.35Ga1.65S2.65,2.57
5264,TlSe,0.71
5265,LiGaS2,3.76
5266,Ce2SiSeO4.57,0.0
5267,Hg0.7Cd0.3Te,0.35
5268,In2Se3,1.0
5269,RbBiSe2,0.72
5270,Se2B2O7,4.64
5271,Cu0.99In1.01Se2.01,1.08
5272,Pb0.999Sn0.001Te,0.23
5273,Li3PS4,3.68
5274,KBiS2,0.9
5275,Rb4Ti3S14,1.59
5276,CeH3O3,0.0
5277,Ce2YbCuSe5,1.05
5278,CsI,6.37
5279,AgS,0.9
5280,Bi12PO20,3.25
5281,Cs2NaMnF6.166,0.0
5282,CaCdPd2,0.0
5283,CoP4O12,0.0
5284,KSbSe2,1.37
5285,Li2FeSnS4,1.86
5286,PrMo3,0.0
5287,Ba3B1.5S6Sb0.5,3.01
5288,SrO,5.7
5289,ZrSe2,2.0
5290,YbSi2Ag2,0.0
5291,TlPS2,1.7
5292,Tb3FeB7,0.0
5293,K2Cd3Se4,2.36
5294,Ag2Ga2SiS6,2.35
5295,LiGaSe2,3.57
5296,Zn3B2O6,2.6
5297,TlGaS2,3.4
5298,Ge2Sb2Te5,0.5
5299,ZnO,3.44
5300,As2S3,2.23
5301,Cd3In2S2Te4,1.23
5302,U2AlCo2,0.0
5303,KBiO3,0.0
5304,CdIn2Se4,1.72
5305,Hg0.14Zn0.86Te,1.66
5306,Ta2Nb3O12,0.0
5307,Cu2GeS3,0.53
5308,InS,2.06
5309,ZnAs,0.9
5310,K10Zn4Sn4S17,3.1
5311,Tl2CdTe4,0.0
5312,HoGe,0.0
5313,NaAsS2,2.33
5314,Cs4Pb4Ge5S16,1.95
5315,Cu3Bi4I16,0.0
5316,CsMn4Ga5Te12,1.55
5317,EuPPt,0.0
5318,CsSmCdSe3,2.45
5319,SnGe,0.8
5320,Sn3As2,0.47
5321,Yb3Al5O12,0.0
5322,ScTiNbO6,3.58
5323,NdSi2Ir2,0.0
5324,CaO,7.0
5325,CeMg2Ag,0.0
5326,YbTbRh2,0.0
5327,SrTe,3.77
5328,Ca3PbN,0.0
5329,USi2Ni2,0.0
5330,TaGaS2,3.6
5331,BaDy2CuO5.62,0.0
5332,ThIr5,0.0
5333,Hg0.9Cd0.1Se,1.5
5334,Mn7O7F,0.0
5335,TlCuCl3,2.98
5336,Si3N4,5.1
5337,Sm2ZrSe5,1.41
5338,Bi2Te0.1Se2.9,0.78
5339,Zn2Ni9O13,0.0
5340,ScGa2,0.0
5341,Ca2GeN2,0.0
5342,Sb2XeF14,0.0
5343,Ag2SnSe3,0.7
5344,Ni3Pt,0.0
5345,InSiTe3,0.0
5346,Pb0.85Sn0.15Te,0.15
5347,NiTe,0.23
5348,Li3Cs2B5O10,7.3
5349,Li4Mn3Cr3O12.22,0.0
5350,AgIn3Te5,0.68
5351,SrTlHg2,0.0
5352,NaYTe4O10,3.9
5353,Mg9CuO10,0.0
5354,Li2Ni2SbO6.64,0.0
5355,PmGaAu2,0.0
5356,FeAs2O7,0.0
5357,ZnGeP2,2.1
5358,VO2,0.4
5359,Ga1.01Sb0.99Te0.03,0.68
5360,YbAl2Ge2,0.0
5361,YAl2Si2,0.0
5362,Nb3IrSe8,0.0
5363,DyB2Rh2C.139,0.0
5364,LiEr2Ga,0.0
5365,ScCoGe2,0.0
5366,HfTiF6,0.0
5367,PbO2,1.4
5368,TiC0.9,0.3
5369,ThMn2Ge2,0.0
5370,TbSnAu,0.0
5371,RbMoPO6,2.96
5372,AgInS2,1.9
5373,TlSe,0.73
5374,Pr1.29Lu0.71S3,1.38
5375,Ca2Si,1.9
5376,SmIn3S6,1.18
5377,UCo4Sn,0.0
5378,CuInCd2Te3,0.7
5379,Zr2CuS4,0.0
5380,CeCu2Sb2,0.0
5381,GaS,2.7
5382,Eu3Bi4S9,1.18
5383,KNb2Se,0.0
5384,Er2MnC4,0.0
5385,YbSnTe2,0.75
5386,CsSbS2,2.8
5387,CdTe,1.59
5388,OsPS,1.4
5389,Li3Cr(NiO2)4.12,0.0
5390,CsSn3,0.0
5391,CeAgSn,0.0
5392,Ag3AsS3,2.2
5393,Yb2HgPb,0.0
5394,Yb2Sn,0.0
5395,InSb2S4Br,1.8
5396,ReSi2,0.2
5397,CuInTe2,1.06
5398,HoSi,0.0
5399,Er2Mo3O12,1.04
5400,Li2TlAg,0.0
5401,LiI,5.62
5402,BiI3,1.92
5403,YTmCu2,0.0
5404,Cu2HgGeSe4.121,0.0
5405,Ta0.67Zr1.33O1.89N1.63,2.48
5406,CoSb2,0.17
5407,La2O2FeSe2,0.7
5408,SrIr4In2Ge4,0.25
5409,YbS,1.1
5410,Ca4Al3O10,0.0
5411,Pb0.97Se0.97Sn0.03Se0.03,0.29
