,composition,Tc
3982,Sn0.9Ag0.07Te1,1.73
3983,Y0.16Lu0.84Ni2B2C1,15.2
3986,Nb3Al0.967Se0.033,18.1
3988,Mo0.9V0.1C1,13.3
3989,Lu2Ir3Si4.98Ge0.02,6.32
3990,Bi2S2F0.1O0.9,3.675
3991,Bi1Ru1,3.273333333
3992,Gd0.02In1La2.98,7.9
3994,S3Sn1Ta1,2.96
3996,Eu0.0153La0.9847,1.58
3997,Y1Ba2Cu2.7Al0.3O6.99,73.0
3998,Er1Ba2Cu3O6.78,78.2
3999,Y2Cl2C2,2.3
4000,Ca1.75Na0.25Cu1Br2O2,18.0
4003,La2.1Yb0.2Ba2.1Ca0.4Cu5O11.802,47.0
4005,Pb1.12Nb2Se5.12,2.9
4006,Cu1S1Se1,1.625
4008,YbCa0.2Ba1.6Sr0.4Cu4O8,86.0
4010,Pr0.91La1Ce0.09Cu1O4,24.6
4011,Sm0.8Pr0.2Ba2Cu3O6.95,39.65
4012,La3In0.9Cd0.1,9.55
4013,Pb0.6Cu0.4Sr0.8La1.2Cu1O5.11,34.8
4014,Mo0.5Rh0.5,1.91
4015,Tm0.84Lu0.16Fe3Si5,2.44
4017,Rb1Fe2As2,1.983333333
4018,Dy1Ba1.2Sr0.8Cu3O6.9,84.7
4019,K0.6Zr1N1Cl1,14.4
4020,Bi1.95La0.05Sr1Cu1OY,20.0
4022,N0.78Nb1,10.5
4023,Nd1.75Y0.1Ce0.15Cu1O4,21.0
4024,Tm0.95Ca0.05Ba2Cu4O8,84.8
4025,Pb0.35Tl0.65,3.8
4026,Ca8.77Nd1.23Pt3Fe10As18,28.4
4028,Ni18Zr82,2.98
4029,La1.7Ba0.3Cu0.99Zn0.01O4,5.0
4030,Y2.5Dy2.5Os4Ge10,3.8
4032,Sm0.89Th0.11Fe1As1O1,48.9
4033,Tc0.75V0.25,11.07
4034,Na0.28Hf1N1Cl1,22.9
4035,Gd1Ba1.65Pr0.35Cu3O6.97,10.0
4036,Ir2Sr1,5.7
4037,Bi1Pt1Te1,1.15
4038,Y1Ba2.02Cu2.18Zn0.82O7,30.0
4039,K0.2Fe2S2,1.8
4040,C1Ta0.4Ti0.6,4.8
4041,Y0.5La0.5B6,1.6
4042,Tl0.8V0.2Sr4Cu2C1O10,50.0
4043,La1.81Sr0.19Cu0.99Ru0.01O4,26.5
4044,Eu1.25La0.6Ce0.15Cu1O4,15.0
4045,Bi2Sr1.3Nd0.7Cu1O6.417,14.2
4047,Sn0.504Pb0.336In0.16Te1,4.01
4048,La2Cu1O4.093,45.0
4050,K0.05Mo1O1.63,7.25
4051,Nd1.35Ba1.65Cu3O7.02,35.9
4052,Ir0.98Re0.02,1.7
4054,Sr1Pd1.98Pt0.02Ge2,2.96
4055,Na3N1C60,14.7
4057,Ba1Pb0.75Bi0.253,12.5
4060,Ba0.45K0.55Bi1O2.83,18.95
4061,Er0.97Tm0.15Rh4B4,8.86
4062,Tb1Fe1As1O0.9,22.8
4063,Ba1Fe1.904Ni0.096As2,20.05
4064,Nb2.75Ta0.25Sn1,17.8
4065,C1Mo0.9Re0.1,13.8
4067,Cu0.081Ti1Se2,4.17
4070,Er1Ba2Cu2.76Zn0.06Fe0.18O6.97,25.0
4071,Nb3Sn0.65Ga0.35,16.5
4072,Sr2Cu1C0.93B0.07O5,23.0
4073,La0.987Tb0.013,1.38
4074,Sr2Nd0.4Ca0.6Cu2F1O5,75.1
4075,Os0.0275Re0.9725,1.84
4076,Ge0.02Nb0.98,5.2
4080,Sr0.2W1Se2,1.4
4081,Eu0.5Ca0.5Fe2As2,24.0
4082,Tl0.5Pb0.5Sr1.84Nd0.16Ca1Cu2O7,102.0
4083,Nb0.75Al0.23Ge0.02,19.2
4086,Ca1Fe1.7Co0.3As2,10.8
4087,Ru0.8Rh0.2Sr2Gd1Cu2O8,12.9
4088,Sr1Fe1.9Pt0.1As2,1.6
4089,Y1Ba2Cu3.88Ga0.12O8,73.5
4090,Y0.55Pr0.45Ba2Cu3O6.8,23.5
4091,Ba1Cs1Fe4As4,26.0
4092,Lu1Ni0.9V0.1B1C1,2.94
4093,Hf1P1.7S0.3,3.71
4095,La0.85Sr0.15Fe1As1O1,25.4
4097,Ca1Fe1.94Ni0.06As2,15.0
4099,Pd2Hf1Al1,3.583333333
4100,Y1Ba2Cu2.3Fe0.7O7.484,60.0
4103,La0.99Sm0.01,4.5
4104,Al1Sr2Ca2Cu3O9.5,69.0
4105,La1.9Er0.1Ba2Ca0.2Cu4.2O9.85,18.0
4106,S1.2Se0.8Ta1,3.9
4107,Cs2Rb1C60,33.0
4109,Y2Pd1Si2C1,2.2
4111,Ta0.025Ti0.975,1.3
4113,Ce1Fe1As1O0.7,40.2
4114,Bi4Sr3Ca2.4Y0.6Cu4OY,79.7
4116,Y0.45Pr0.55Ba2Cu3O6.98,10.1
4118,Bi2Sr2Ca0.95Ce0.05Cu2O8,80.0
4123,La0.951Lu0.049,4.37
4124,Ba1Pt2Sb2,1.835
4125,La1.85Sr0.15CuNi0.037O4,6.1
4126,Mg0.5Al0.5B2,12.9
4130,Ca1Fe1.6Co0.4As2,2.0
4131,Y0.76Ca0.24Ba2Cu2.85Co0.15O6.8,86.0
4132,Er1Ba2Cu2.82Zn0.18O6.91,50.0
4133,Sm1Fe1As0.77P0.23H0.11O0.89,28.0
4134,Y0.7La0.3Ba2Cu3O6.92,83.0
4135,Hg1Ba2Ca2Cu3O8.3,133.5
4136,Y1Ba2Cu3O6.82,88.65
4137,Cr0.026V0.974,3.66
4138,Y1Ba1.9La0.1Cu3O8,64.0
4139,Nd1Ba2Cu3O6.6,14.0
4140,Nb0.67V0.33N0.94,1.86
4142,Y1Ba1.3Sr0.7Cu3O6.98,84.5
4144,Li0.34K1Ca2Nb3O10,5.405
4146,Y0.5Th0.5Ru3B2,1.53
4147,Ca1Fe0.9Ni0.1As1F1,15.4
4149,Nb80Ga16Co4,9.85
4150,Y0.95Pr0.05Ba2Cu4O8,77.0
4151,La1.75Nd0.1Ba0.15Cu1O4,12.0
4153,Y0.8Ca0.2Ba2Cu3O6.59,67.3
4154,Y1Ba2Cu3O6.88,89.025
4155,Ir0.3Mo0.4Re0.3,9.5
4157,Al0.33Nb0.67,13.5
4158,Mg0.98Sc0.02B2,39.0
4159,Zr1Ru0.95Fe0.05P1,10.3
4160,Ta0.4Mo0.6C1,9.18
4162,Sn0.35Te0.65,1.9
4163,Sm1Fe1As1F0.25O0.7,49.6
4164,La1Ru3.5Si2,7.6
4165,Ni36.5Zr63.5,2.44
4166,La0.7Pr0.3Ba2Cu3O7,57.1
4167,Bi3Ni1,3.935
4168,Dy1.2Mo6S8,1.8566666669999998
4169,La2Cu0.955V0.045O4.056,40.0
4171,La1.8Sr0.2Cu0.9703Zn0.0297O4,9.0
4172,Bi0Mo0.33Cu2.67Sr2Y1O7.41,33.0
4173,Gd0.51Sm1.34Ce0.15Cu1O4,10.9
4176,Sr1Pd2Ge2,2.892
4178,Mo16Ru64P20,3.43
4179,Pd2Y0.8Er0.2Sn1,3.73
4180,Ba0.47K0.53Bi0.985Pr0.015O3,5.2
4181,La2.9Gd0.3Ca0.6Ba3.2Cu0.3O16.503,58.0
4182,Eu0.51K0.49Fe2As2,32.5
4183,Y1Ba1.5Sr0.5Cu3O6.96,89.0
4185,Mo3Se4,6.233333332999999
4186,Nb3Sn0.6Ga0.4,16.0
4187,Mg1C1.6Ni3,6.9
4190,Nb1Re1Si1,5.1
4191,Ag1Te3,2.6
4192,Bi1.95Sr1.65Nd0.4Cu1O4,35.0
4193,Al1Ge1,5.5
4194,Ba7.76Si46,8.5
4195,Sr2BaCu1F2O2,46.0
4196,Y0.8Ca0.2Ba2Cu3O6.64,81.0
4197,Ho1Ir4B4,2.0
4198,Y0.85Ca0.15Ba2Cu2.85Co0.15O6.97,86.0
4199,Sm1Fe0.825Co0.175As1O1,5.8
4200,Au0.278Ga0.722,1.615
4201,Lu5Ir4Ge10,2.55
4202,Na0.3Pb1Ta2S5,3.7
4203,Y1Ba2Cu2.88Zn0.12O6.95,64.0
4204,Fe1Te0.9Se0.1,9.6
4205,Nb3P1,2.0
4206,Ca10Bi9.88,2.075
4207,Sm1Ba2Cu3O6.73,44.95
4208,Cu1Rh1.7Sn0.3Se4,1.26
4212,Ca0.76Ce0.24Fe1As1.8Sb0.2,43.0
4213,Nb78Ga16Mn6,5.53
4214,Mg1C1Ni2.8Ru0.2,3.48
4215,Y1Ba1.9La0.1Cu3O6.6,50.6
4216,Y0.9Ca0.1Ba1.7La0.3Cu3O7.04,82.0
4217,Mo3Si1,1.402
4218,Lu1Ni0.91Co0.18B2C1,8.8
4219,Y1Ba2Cu2.9Fe0.1O7.293,87.0
4222,Mo8P5,5.8
4223,La1.934Ba0.066Cu1O4,22.6
4224,Ho1Os1.2Sn2.5,1.4
4225,Lu4Co6Sn19,1.5
4226,Y5Rh4Ge10,1.35
4227,Y1Rh2Sn1,4.1
4228,Pd0.985Ni0.015H0.75,1.72
4229,Ru13Zr87,3.57
4230,Pb0.6Cu0.4Sr0.9La1.1Cu1O5.24,27.8
4231,Ce1Bi1S2F0.6O0.4,3.71
4232,Lu1Ni2B2C1,15.88066667
4233,Cu0.14Sn0.86,6.62
4234,Y0.76Ca0.34Ba2Cu2.55Co0.45O6.95,51.0
4236,La1Ba1Ca1Cu3O6.99,75.0
4237,Os0.1Zr0.9,5.17
4238,La3Co4Sn13,2.425
4239,Sm1Fe0.965Mn0.035As1F0.11O0.89,31.3
4240,Nb0.5Ta0.5,6.09
4242,H0.12Nb0.8Pd0.2,1.52
4243,Mo0.95V0.05C1,13.9
4244,Ca0.858Pr0.142Fe2As2,45.3
4246,Lu5Ir4Si9.95Ge0.05,4.1
4247,Lu0.7Ca0.3Ba2Cu3O6.62,80.0
4249,Bi0.26Tl0.74,4.275
4250,Li1Fe1P1,4.965
4251,Pr0.75Nd0.25Os4Sb12,1.48
4252,Pb0.43Sn0.43In0.16Te1,4.17
4253,La1.9Yb0.3Ba1.9Ca0.6Cu5O11.797,60.0
4254,Nb0.9W0.1C1,11.6
4255,Nb0.75Al0.225Ga0.025,19.1
4256,La1.14Nb1Se3.14,1.32
4257,Th1Rh0.1Si1.9,2.15
4258,Y1Ba1Sr1Cu3O6.96,83.5
4259,Y1Ba2Cu3O6.829,57.7
4260,C2Re1W1,3.8
4261,Mo1Na0.3S2,4.1
4262,Ce1Fe1As1H0.21O0.79,48.0
4263,Ge0.2La0.8,5.1
4266,Cr0.125Ru0.875,1.2
4267,Y1Ba2Cu2.94Zn0.06O6.59,18.75
4269,Pb0.6Cu0.4Sr1.1La0.9Cu1O5.18,28.0
4270,Ba1Fe1.902Co0.098As2,15.8
4271,Nb0.85Zr0.15,10.8
4272,Sr16.7Ca7.7Cu19.4C1.9B2.9O51.7,115.0
4273,Sr1Pd1Ge3,1.5
4274,Hf4K1,3.27
4275,Pd2Y0.98Gd0.02Sn1,3.24
4276,Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.35,71.0
4278,Fe0.75Ni0.25U6,1.4
4279,Pr1Fe1As1F0.11O0.89,45.0
4280,As0.15Bi0.15Nb3Sn0.7,18.07
4281,Tl2Ba2Cu1O6.16,64.9
4282,Hg0.75Ba2.07Ca2.07Cu3.11O8.15,134.7
4283,Ir0.68Rh0.27Te2,4.02
4284,Tb1Re1B1C1,4.0
4286,Ba1Pt4Ge12,5.17
4287,Nb2Pd0.81S5,6.6
4291,Nb3Al0.94Se0.06,17.8
4292,Hg1Ba2Cu1O4.101,93.4
4293,Nb0.85Rh0.15,3.0
4294,Cu0.75Ti0.25Sr2Y1.3Ce0.7Cu2O8.71,21.0
4295,Pb2Sr0.9La1.1Cu2O6.65,30.3
4296,La1.875Sr0.125Cu1O4,30.04
4297,Lu5Ir4Si9.9Ge0.1,4.7
4298,Hf1Re2,5.203333333
4299,Cu60Sn40,2.26
4300,Y0.7Ca0.3Ba2Cu3O6.78,78.0
4302,Mg0.31Al0.69B2,11.1
4303,Bi1Ni1,4.25
4304,Mg1B1.904C0.096,35.5
4306,La1Ba1.5Sr0.5Cu3O6.967,65.2
4307,Ce0.62Gd0.38Fe1As1F0.175O0.825,44.0
4308,Y1Ba2Cu2.97Co0.03O6.96,92.0
4310,Lu2Ir3Si5,4.425
4311,La1.95Bi0.05Cu1O4.0635,34.9
4312,In3Mo15Se19,3.32
4314,Y1Ba1.36Sr0.64Cu4O8,81.0
4315,Y0.8Pr0.2Ba2Cu3O7.65,66.5
4316,La1.25Ca0.3Ba1.45Cu3O7.11,67.1
4317,Re1Y1Os1,2.0
4318,Sr2Y1Ru0.8Cu0.2O6,23.0
4321,Mo1Ru1P1,15.5
4323,Ba0.54K0.46Bi1O3,20.0
4327,Fe1.02Te0.85Se0.15,12.7
4328,Yb1Ba1.8Sr0.2Cu4O8,81.0
4330,La1Ba1.5Ca0.5Cu3O7.112,72.0
4332,Sr1Al1Ge1,6.7
4333,In0.005Pb0.995,7.181
4334,Sr0.58La0.42Bi1S2F1,2.13
4335,Y0.4Ca0.6Ba1.2La0.8Cu3O7.07,82.0
4336,Nb2As1C1,2.0
4337,La1.1Yb0.7Ba1.1Ca1.4Cu5O11.692,70.0
4338,Ag0.45Ge0.55,1.5
4339,La1Ir3B2,1.65
4340,Ce1Co1In4.75Cd0.25,2.13
4341,As1Pd2,1.15
4342,Rh0.17Zr0.83,9.6
4344,Tl1Sr2Ca0.4Tb0.6Cu2O7,62.0
4345,Ce0.97La0.03Ru2,6.17
4346,Bi3In5,4.189
4347,Pd1Tl2,1.32
4348,Nd1Fe1As1F0.06O0.94,47.5
4351,La0.996Gd0.004Al2,1.38
4352,Ce1Bi1S2F0.33O0.67,2.25
4353,Ca9.72Tm0.28Pt3Fe10As18,14.8
4355,Tl1Sr2Ca0.6Y0.4Cu2O6.86,87.0
4357,K0.18W1O3,3.9
4361,Th3Ir4Sn13,2.6
4362,Gd1Ba1.5Sr0.5Cu3O6.73,50.0
4363,Y1Ba1.5Sr0.5Cu3O6.9,86.3
4364,Bi0.15Ga0.15Nb3Sn0.7,18.04
4365,Re0.976W0.024,3.0
4366,Y0.4Pr0.6Ba1.25Sr0.75Cu3O6.92,17.0
4367,La1.5Ba1.3Ca0.2Cu3O6.897,16.0
4368,La3Ca1Ba3Cu7O16.678,80.5
4370,Re0.05Rh0.04Ti0.91,2.3
4371,Nb0.69Sn0.25Ta0.06,17.8
4372,Eu0.8Pr0.2Ba2Cu3O6.7,65.0
4373,La1Fe1As1H0.15,27.5
4374,La1Pt1Si1,3.833333333
4375,Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.36,75.0
4376,Fe0.04Nb0.1Ti0.86,7.4
4377,Sm1.85Ce0.15Cu1O3.98,19.7
4378,Y1Ba1.76Sr0.24Cu4O8,76.0
4379,Pr1Os3.6Ru0.4Sb12,1.6
4381,Nb3Rh0.05Au0.95,11.0
4383,Mg0.91Li0.09B1.84C0.16,30.15
4385,Bi1.4Pb0.6Sr2Ca1.6Ga0.4Cu3O7,69.4
4386,Y1Ba1.5Sr0.5Cu3O6.938,87.6
4387,Nb76Sn2.4Al19.2Ge2.4,16.0
4391,Os1W3,3.0
4392,Nb1Rh1P1,4.25
4395,Dy1Ba2Cu2.9Fe0.1O6.84,70.0
4396,Mo0.72Pt0.28,5.6
4397,N0.93H2.79Na1Rb2C60,8.5
4398,Lu0.9Pr0.1Ba2Cu3O2,85.0
4400,La1.85Ce0.15Cu1O4,9.25
4401,Ce1Fe0.78Co0.22As1H1,13.5
4402,Ga0.281V0.719,12.2
4404,La0.6Ca0.2Pr0.2Ba1.5Sr0.5Cu3O6.809,47.0
4405,Er0.79Ho0.21Rh4B4,8.22
4406,Re30Zr70,2.69
4407,V2.94La0.06Si1,15.92
4408,Nb0.4Ta0.6,5.47
4409,Y1Ba2Cu2.9Fe0.1O6.7,28.5
4410,Ir0.7Re0.3,1.7
4411,Fe0.98Co0.02Se0.3Te0.7,10.3
4412,Pb1Mo6S2Se6,4.92
4416,Ca0.3La0.7Ba1.45La0.55Cu3O7.16,76.0
4417,Er0.65Ca0.2Hf0.15Ba2Cu3O6.83,80.9
4418,Pd50.745Ru0.255Sb49,1.57
4419,Pb0.696Sn0.464Ti2Se5.16,3.82
4421,Sm1Ba2Cu3O6.878,91.1
4422,V0.5Sr2.7Ca2.3Cu4.5O11.6,107.0
4423,Tl2Ba2Cu1O5.912,82.0
4425,La1Ba1.25Ca0.75Cu3O6.958,79.9
4426,Ce1Bi1S2F0.45O0.55,2.295
4431,Nb2S1C0.85,4.68
4432,Th1Pd2Si2,1.1
4433,Nb2Sn1C1,3.933333333
4434,Nb0.35Hf0.65N1,6.05
4435,La1.5Ba1Ca0.5Cu3O6.981,50.0
4438,La0.91Nd0.09Pt1Si1,1.73
4439,Ni17Zr83,3.0
4441,Tl1Sr0.7Ca0.3La1Cu1O5,32.0
4442,N0.99Ti1,4.38
4443,Y2Ba4Cu7O14.68,60.0
4444,Sr0.9La0.1Cu1O2,41.45
4445,La2Cu1O4.035,35.0
4448,Sm1Fe1As1H0.3O0.6,51.4
4451,La1.805Sr0.195Cu0.99Zn0.01O4,20.0
4452,La1.71Sr0.25Ho0.04Cu1O4,9.95
4453,Sr2Ca4Cu5F2O10.57,40.0
4454,Na0.1Pb0.9,5.93
4455,La3Rh2Ge2,3.5
4456,Y1Rh1Sb1,2.1
4457,Ba0.8Fe2Se2,39.0
4458,Nb3Sn0.6Sb0.4,15.8
4460,Sr0.15Bi2Se3,3.055
4461,La1Pt4Ge13,7.92
4464,Nb3Al0.98Ge0.02,19.3
4465,Pr1.48Gd0.37Ce0.15Cu1O4,14.5
4467,Li1Hf1N1I1,22.2
4468,Ca1Fe0.93Co0.07F1,9.1
4471,V0.741Ga0.196Al0.063,12.2
4475,Mg1C1Ni2.98Ru0.02,6.51
4476,Sr1.6K0.4Cu1C1O5,23.0
4477,Y0.95Ca0.05Ba2Cu3O6.7,71.0
4478,Bi2Sr2Ca1Cu2I1O8.242,53.0
4479,Bi2Sr2Sm1.64Ce0.36Cu2O10.24,16.0
4480,Fe1.035Te0.78Se0.22,6.0
4481,Ga0.8Sr2Y0.6Ca0.4Cu2.2O7,42.0
4482,Bi0.5Cd0.125Pb0.25Sn0.125,8.2
4483,Nb2.91Zr0.09Al1,14.6
4484,La1.69Sr0.31Cu0.94Co0.06O4,31.0
4487,La0.8Y0.2Ni1C2,1.26
4489,Li0.98Mg0.02Ti2O4,11.9
4490,Nb0.6V0.4,4.17
4491,Ce0.01Y0.99,1.6
4492,La2.77Ca0.46Ba2.77Cu6O14.246,42.0
4493,Bi1.5Pb0.5Sr1.8La0.2Cu1O5.983,9.2
4494,Nd1.1Ba1.7Ca0.2Cu3O6.894,65.0
4495,K0.58Fe1.56Se2,31.9
4496,Fe1Se0.39Te0.61,14.0
4497,Ba1Pb0.5Hg0.25Bi0.25O3,2.93
4498,Er1Ni1.9Fe0.1B2C1,2.155
4499,Y1Ba2Cu2.982Zn0.018O6.78,56.0
4500,La1Ba1Ca1Cu3O6.98,76.35
4501,La1.85Sr0.15Cu0.982Al0.018O4,9.1
4503,Pb1.14Nb3Se7.14,4.8
4505,C0.571N0.271Ta1,10.92
4506,La1.25Ca0.05Ba1.7Cu3O7.03,38.6
4507,La1.8Er0.2Ba2Ca0.4Cu4.4O10.371,40.0
4508,La1.776Nd0.074Sr0.014Ba0.136Cu1O4.03,30.0
4511,Pr0.4La0.6Os4Sb12,1.172
4512,Dy1Rh1.6Ir2.4B4,4.3
4513,La1.901Ba0.099Cu1O4,12.3
4514,V3Ga0.5Sn0.5,5.6
4515,Ge1U7,1.4
4516,Nb0.75Mo0.25C1,12.0
4518,La0.92Pr0.85Sr0.23Cu1O4,17.0
4520,Nd1.2Ba1.8Cu3O6.96,80.0
4521,La2.574Pr0.426Tl1,3.92
4522,La1.5Nd0.4Ba0.1Cu1O4,9.95
4523,Y1La0.2Ba1.8Cu3O7.26,67.6
4524,La1Pt2Si2,1.4325
4525,Nb5V50Ti45,7.4
4526,La1.8Sr0.2Cu0.9753Zn0.0247O4,13.7
4528,La2.96Ce0.04In1,7.01
4529,Ba1Pt3.5Au0.5Ge12,5.19
4530,Lu2Fe3Si5,5.4922222220000005
4532,Sm0.8U0.2Fe1As1O1,46.0
4533,Mo0.25Tc0.75,15.8
4535,Tc0.65V0.35,4.49
4539,Ir0.85Rh0.1Te2,4.49
4541,In3Ru1,2.68
4543,Fe1Sr2Nd1Cu2O7.54,4.2
4545,Tl0.4Rb0.4Fe1.67Se2,31.8
4546,Bi2Sr2Ca1Cu2O8.12,81.3
4548,La1Gd1Ba2Ca2Cu6O14.1,79.0
4549,Y1Ba2Cu2.95Co0.05O6.88,91.2
4551,Eu0.7Pr0.3Ba2Cu3O7,53.8
4553,Nb3Sn0.9Al0.1,18.1
4555,Nb0.85V0.15,6.0
4558,Rb0.16W1O3,4.95
4559,La0.9Pr0.85Sr0.25Cu1O4,10.0
4561,U1.01Pd2Al3,1.88
4563,Pd2Y0.75Tm0.25Sn1,3.73
4564,La1.1Ba1.4Sr0.5Cu3O6.954,50.1
4565,La1.85Sr0.12Ca0.016Ba0.014Cu1O4,30.0
4566,Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu1.94Zn0.06O8,66.9
4568,Gd0.6Pr0.4Ba2Cu3O7,20.9
4569,Tl1Sr2Ca1Cu2O6.75,37.0
4570,Li1Fe0.98Ni0.02As1,10.58
4571,Nb3Bi0.15Sn0.85,18.28
4572,Nb0.6Ti0.4,9.8
4574,Bi1.7Pb0.3Sr2Ca0.94Nd0.06Cu2O8.1,81.27
4575,Bi1.4Pb0.6Sr2Ga2Cu3O7,62.7
4576,Y2I1Br1C2,7.9
4577,Cu0.064Ti1Se2,3.62
4578,Ca8Mg1.5Ti4.5Fe2As2O9.5,40.0
4579,Li0.34Rb1Sr2Nb3O10,6.02
4580,Nb3Al0.81Ge0.19,17.6
4581,La1.75Sr0.25Cu0.97Ni0.03O4,4.7
4582,Y4Dy1Os4Ge10,6.9
4583,Sm1La0.75Sr0.25Cu1O3.95,20.0
4584,Ba0.812K0.188Fe2As2,13.0
4587,K0.4Zr1N1Cl1,15.2
4588,La1.883Sr0.117Cu1O4,33.0
4589,Y0.9Ca0.1Ba2Cu3O6.8,84.1
4590,La1.81Sr0.19Cu0.98Ti0.02O4,33.0
4591,Bi2Sr2Ca1Cu2I0.4O8.242,56.7
4593,V3Ga0.975Bi0.025,14.7
4595,Ca1Fe1.898Co0.102As2,19.2
4596,C0.9Nb1,5.0
4597,Ga25Mn4.92V70.08,10.1
4599,Ga1V1.95,5.3
4600,Pd2Hf0.5Y0.5Al1,2.9
4601,Zr25.8V51.3Nb22.9,4.34
4603,Ba0.84K0.16Fe2As2,6.42
4605,Nb0.037Ta0.963,4.51
4607,Eu0.9Pr0.1Ba2Cu3O7,68.3
4609,K0.8Fe1.99Mn0.01Se2,31.0
4611,Nb2.9V0.3Au1,6.5
4612,Y1.8W0.2C2.9,14.5
4613,Mg0.8Ti0.2B2,37.8
4614,Mo5P1.1B1.9,9.2
4615,Ir1.5O0.5Y1,2.4
4616,La1Bi1S2F0.6O0.4,9.5
4617,Sn0.84Eu0.3Mo6.35S8,10.6
4621,La1.9Sr0.1Cu1H0.1O4,28.9
4622,La1.86K0.14Cu1O3.97,33.0
4623,La1Ru4P12,6.9233333329999995
4625,La1Ru2Os2P12,7.0
4626,Tl2Ba2Ca4Cu5O14,124.0
4627,Na0.23Ti1N1Br1,15.2
4628,Re0.25W0.75,4.6
4629,Sn0.6Mo3S4,13.75
4630,In1V6S8,3.9
4632,Pb2Sr2Eu0.95Ca0.05Cu3O8.1,59.0
4634,La1.5Ba1Ca0.5Cu3O7.195,74.0
4635,Hg2Na1,1.62
4636,Mo0.57Re0.43,12.0
4637,Ca0.5Na0.5Fe2As2,19.8
4638,Ti0.5V0.5,6.905
4639,Ni0.1Pd0.9Te2,1.3
4640,Nb1C0.5N0.5,17.9
4641,Fe2As2Sr4Mg0.9Ti1.1O6,23.5
4642,K0.5Mo1O3,4.2
4644,Tl0.7Pb0.3Ca1Sr2Cu2O7,31.0
4645,Hg1Ba2Cu1O4.39,24.2
4647,Nd1Fe1As1F0.08O0.92,35.0
4648,B5Nb1.8V0.2,2.5
4649,Lu5Ir2.8Rh1.2Si10,5.66
4651,Mg0.815Al0.092B2,32.0
4652,Hg0.8V0.2Ba2Ca2Cu3O8.3,123.5
4654,Y1Sr2Cu2.7Fe0.3O6.9,43.0
4655,Eu0.5Pr0.5Ba2Cu4O8,27.5
4656,La1.9Sr0.1Cu0.95Li0.05O4,20.0
4657,La1.735Nd0.15Sr0.115Cu1O4,16.5
4658,As1Ni0.25Pd0.75,1.47
4659,Gd1Ba2Cu2.91Fe0.09O6.94,75.0
4661,La0.9941Tb0.0059Al2,1.996
4662,Ce1Pt2In7,2.1
4663,La1.85Nd0Ca1.15Cu2O5.99,23.0
4664,Sm1Fe1As1F0.07O0.93,33.0
4665,Bi4Sr4Ca1.5Tm0.5Cu4O16.5,84.3
4666,Au0.374Te0.626,1.3
4669,La0.84Tm0.16Ru3Si2,6.1
4670,Ho0.8Lu0.2Ni2B2C1,8.77
4671,Mo0.9W0.1C1,11.7
4672,Mn0.01Ti0.99,1.2
4673,Mo6Se6Cl2,6.39
4674,Ba1Pd2As2,2.0
4675,Dy1Rh0.56Ir3.44B4,1.29
4676,N5Nb4,8.5
4678,Y1.8Nb0.2C2.7,10.8
4680,Er1Ba2Cu3O6.31,55.0
4681,Nb0.5Sn0.25V0.25,9.8
4682,Pb1Mo6S1Se7,7.13
4683,In0.046Sn0.954,3.655
4684,Zr2Rh1H0.08,11.1
4685,In3Sn1,5.5
4686,Si23.27V75.15,15.94
4687,K0.8Fe1.7Se2,31.5
4689,Y1Sr2Mo0.25Cu2.75O7.54,78.0
4690,Y0.6La0.4Ba2Cu3O6.92,85.0
4691,Bi2Sr2Ca1Cu2O8.288,90.2
4693,Ca0.2Ba1.55La1.25Cu3O7.03,34.7
4694,La1.4Ba1.5Ca0.1Cu3O6.903,25.0
4695,Sm1.88Ce0.12Cu1O4,3.9
4696,La1Bi1S0.8Se1.2F0.5O0.5,3.6
4698,Li0.65Zr1N1Cl1,15.0
4699,Nd1.85Ce0.15Cu1O3.97,20.0
4700,U0.89Mo0.11,1.25
4701,Mg1.99Mn0.01B2,37.6
4702,Bi1.9Pb0.1Sr1.9La0.1Cu1OY,16.0
4703,Y1Ba2Cu3F0.25O6.7,91.0
4705,K0.38W1O3,2.09
4706,Sm1Ba2Cu3O6.734,67.6
4707,Ca3Ir4Sn13,6.95
4708,Ru1Sr2Eu1.5Ce0.5Cu2O9.6,33.0
4709,V0.75Si0.025Al0.225,9.8
4710,Hg1.4Tl0.6Ba2Y0.8Ca0.2Cu2O7.83,50.0
4711,Ba1Ag0.2Si1.8,3.2
4712,Th1Pd2Ge2,1.1
4715,Y2C2.9B0.1,16.4
4716,Y1Ba2Cu2.9Fe0.1O6.85,63.8
4717,Mo15Se19,4.3
4718,Fe1Sr2Er1Cu2O7.5,52.0
4719,Y0.75Ca0.25Ba2Cu2.75Al0.25O6.86,88.2
4721,Lu0.87Gd0.13Ni2B2C1,9.715
4722,Ta0.455Zr0.545,7.7
4723,Sr0.9K0.1Fe2As2,5.11
4724,Ga0.25V0.75,14.16666667
4727,Dy1Ba2Cu2.8Ga0.2O6.78,50.0
4728,Rh0.005Zr0.995,3.5
4729,C1Ta1,8.6375
4730,Sm1.85Ce0.15Cu1O4,18.05714286
4732,Eu1Fe1.72Ir0.28As2,21.66666667
4733,H0.74Nb0.8Pd0.2,4.07
4735,Y1Ba2Cu2.97Ga0.03O7,90.88
